번호,연도,월,시도,구,상호,주소,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0000202,2020년,10월,서울,용산구,제3한강주유소,서울 용산구 한남대로 45 (한남동),GS칼텍스,일반,2013.0,1718.0,1577.0,
A0000683,2020년,10월,서울,은평구,대성산업㈜ 대성주유소,서울 은평구 통일로 642,GS칼텍스,셀프,1542.52,1320.68,1120.68,
A0000767,2020년,10월,서울,중구,서남주유소,서울 중구 통일로 30,SK에너지,일반,2603.61,2203.61,1998.03,1419.61
A0000427,2020년,10월,서울,영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,현대오일뱅크,셀프,,1349.97,1149.97,
A0000978,2020년,10월,서울,양천구,플라트(주)서호주유소,서울 양천구 남부순환로 317,GS칼텍스,셀프,1455.45,1305.45,1105.45,1015.0
A0009197,2020년,10월,서울,중랑구,현대오일뱅크㈜직영 중랑교셀프주유소,서울 중랑구 망우로 229 (중화동),현대오일뱅크,셀프,1598.0,1338.42,1148.42,
A0001025,2020년,10월,서울,양천구,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),현대오일뱅크,셀프,1589.0,1347.32,1149.26,
A0000442,2020년,10월,서울,영등포구,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,S-OIL,일반,,1345.0,1145.0,990.0
A0009076,2020년,10월,서울,중구,세화주유소,서울 중구 왕십리로 403,알뜰주유소,일반,,1401.87,1201.87,1100.0
A0000745,2020년,10월,서울,은평구,박석고개주유소,서울 은평구 통일로 945 (갈현동),SK에너지,셀프,,1335.0,1135.0,
A0002227,2020년,10월,서울,중랑구,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),S-OIL,셀프,1464.68,1313.58,1130.81,990.32
A0000310,2020년,10월,서울,영등포구,영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),현대오일뱅크,셀프,,1365.87,1157.06,
A0000725,2020년,10월,서울,은평구,불광주유소,서울 은평구 연서로 314 (불광동),현대오일뱅크,셀프,1505.0,1314.74,1114.74,
A0000629,2020년,10월,서울,은평구,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),GS칼텍스,셀프,1501.77,1331.77,1131.77,886.77
A0006093,2020년,10월,서울,중구,다산주유소,서울 중구 다산로 233,S-OIL,셀프,1898.0,1758.0,1598.0,1100.0
A0000992,2020년,10월,서울,양천구,신월주유소,서울 양천구 신월로 193 (신월동),GS칼텍스,셀프,,1294.26,1092.97,1100.0
A0000316,2020년,10월,서울,영등포구,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,GS칼텍스,일반,1999.0,1939.0,1770.0,1268.0
A0000238,2020년,10월,서울,용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,일반,2198.0,1998.0,1798.0,
A0033131,2020년,10월,서울,은평구,뉴타운셀프주유소,서울 은평구 통일로 1031,S-OIL,셀프,,1355.0,1155.0,
A0000410,2020년,10월,서울,영등포구,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),GS칼텍스,셀프,1453.52,1303.52,1103.52,1042.39
A0009203,2020년,10월,서울,중랑구,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),현대오일뱅크,셀프,,1291.19,1091.19,750.0
A0032659,2020년,10월,서울,중랑구,지에스칼텍스㈜ 소망주유소,서울 중랑구 망우로 475,GS칼텍스,셀프,,1318.55,1118.55,1016.13
A0000630,2020년,10월,서울,은평구,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),GS칼텍스,셀프,1501.77,1331.77,1131.77,900.0
A0000261,2020년,10월,서울,영등포구,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,GS칼텍스,일반,,1310.29,1110.29,
A0000324,2020년,10월,서울,영등포구,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),GS칼텍스,일반,,1698.0,1499.0,1200.0
A0000408,2020년,10월,서울,영등포구,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,셀프,,1295.13,1095.13,
A0000308,2020년,10월,서울,영등포구,SK KH에너지 여의도주유소,서울 영등포구 국회대로 794 (여의도동),SK에너지,일반,1965.0,1924.0,1759.0,
A0001026,2020년,10월,서울,양천구,현대오일뱅크㈜직영 코리아주유소,서울 양천구 신목로7길 1,현대오일뱅크,일반,1769.0,1599.0,1399.0,
A0010081,2020년,10월,서울,중랑구,용마로주유소,서울 중랑구 용마산로 309 (면목동),SK에너지,셀프,,1375.0,1174.52,1000.0
A0000293,2020년,10월,서울,영등포구,sk여명주유소,서울 영등포구 국회대로62길 7 (여의도동),SK에너지,일반,,1757.68,1557.68,
A0007701,2020년,10월,서울,양천구,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),현대오일뱅크,일반,,1383.71,1191.06,
A0000346,2020년,10월,서울,영등포구,(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),GS칼텍스,일반,,1330.58,1130.61,1100.0
A0010071,2020년,10월,서울,중랑구,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),SK에너지,셀프,,1399.0,1198.0,1100.0
A0000230,2020년,10월,서울,용산구,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),현대오일뱅크,일반,1749.0,1589.0,1469.0,
A0000096,2020년,10월,서울,중구,지에스칼텍스(주)직영 역전점,서울 중구 퇴계로 15,GS칼텍스,일반,2538.0,2138.0,1969.0,750.0
A0000948,2020년,10월,서울,양천구,양천구주유소,서울 양천구 국회대로 275 (목동),알뜰주유소,셀프,,1292.87,1093.77,
A0000206,2020년,10월,서울,용산구,(주)남경주유소,서울 용산구 녹사평대로11길 24,SK에너지,일반,2018.0,1799.0,1699.0,1094.0
A0001034,2020년,10월,서울,영등포구,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,셀프,,1276.42,1076.42,
A0000400,2020년,10월,서울,영등포구,(주)MS에너지,서울 영등포구 대림로 230,현대오일뱅크,일반,,1286.9,1086.9,
A0000990,2020년,10월,서울,양천구,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),GS칼텍스,셀프,1505.32,1338.77,1141.68,1030.0
A0000045,2020년,10월,서울,종로구,SK북악주유소,서울 종로구 평창문화로 137,SK에너지,일반,2098.0,1888.0,1698.0,
A0009101,2020년,10월,서울,중구,장충주유소,서울 중구 장충단로 202 (장충동1가),SK에너지,일반,2198.0,1758.0,1598.0,
A0000312,2020년,10월,서울,영등포구,현대오일뱅크㈜직영 여의도현대주유소,서울 영등포구 의사당대로 154 (여의도동),현대오일뱅크,일반,1999.0,1919.0,1719.0,
A0001023,2020년,10월,서울,양천구,현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),현대오일뱅크,셀프,,1310.29,1112.55,
A0000240,2020년,10월,서울,용산구,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),현대오일뱅크,일반,2297.0,1794.29,1648.97,
A0000245,2020년,10월,서울,용산구,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,일반,2070.39,1795.9,1596.23,999.45
A0000309,2020년,10월,서울,영등포구,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,셀프,,1349.61,1149.61,
A0009071,2020년,10월,서울,중구,현대오일뱅크 장원주유소,서울 중구 동호로 203 (신당동),현대오일뱅크,일반,1838.0,1618.0,1418.0,1100.0
A0009433,2020년,10월,서울,종로구,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,SK에너지,일반,2198.0,1998.0,1798.0,990.0
A0004216,2020년,10월,서울,중랑구,신내주유소,서울 중랑구 용마산로 705 (신내동),SK에너지,셀프,,1325.16,1127.13,1050.0
A0009180,2020년,10월,서울,중랑구,대원주유소,서울 중랑구 동일로 600,GS칼텍스,셀프,1617.71,1326.71,1109.94,910.0
A0000690,2020년,10월,서울,은평구,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),GS칼텍스,셀프,,1317.26,1110.48,
A0000225,2020년,10월,서울,용산구,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),GS칼텍스,일반,1949.0,1690.0,1517.52,1367.0
A0010027,2020년,10월,서울,종로구,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),GS칼텍스,일반,2208.0,1998.0,1798.0,1290.0
A0000235,2020년,10월,서울,용산구,(주)한독모터스용산뉴타운주유소,서울 용산구 한강대로 48 (한강로3가),GS칼텍스,일반,1826.9,1580.45,1480.45,765.1
A0000588,2020년,10월,서울,영등포구,대영주유소,서울 영등포구 국회대로 632 (영등포동7가),GS칼텍스,셀프,,1428.0,1320.0,
A0000983,2020년,10월,서울,양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,현대오일뱅크,일반,,1274.48,1075.06,1005.0
A0000035,2020년,10월,서울,종로구,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),현대오일뱅크,셀프,,1430.0,1255.0,
A0009220,2020년,10월,서울,중랑구,범아주유소,서울 중랑구 동일로 881 (묵동),S-OIL,일반,,1388.0,1188.0,1090.0
A0005900,2020년,10월,서울,은평구,응암주유소,서울 은평구 응암로 163,SK에너지,셀프,,1354.35,1154.35,
A0000232,2020년,10월,서울,용산구,현대오일뱅크(주)갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),현대오일뱅크,일반,2259.0,1913.0,1708.87,969.0
A0000064,2020년,10월,서울,종로구,안풍주유소,서울 종로구 자하문로 303,S-OIL,일반,1750.0,1420.0,1245.0,
A0001031,2020년,10월,서울,양천구,신정동주유소,서울 양천구 안양천로 663 (신정동),현대오일뱅크,셀프,,1346.39,1148.0,
A0000287,2020년,10월,서울,영등포구,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),SK에너지,일반,2069.97,1890.0,1690.0,1340.0
A0000991,2020년,10월,서울,양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,현대오일뱅크,셀프,1599.0,1379.32,1179.32,
A0000328,2020년,10월,서울,영등포구,현대오일뱅크(주)직영 국회대로주유소,서울 영등포구 국회대로 746 (여의도동),GS칼텍스,일반,1989.0,1919.0,1719.0,
A0000444,2020년,10월,서울,영등포구,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),GS칼텍스,셀프,,1285.94,1085.94,
A0000686,2020년,10월,서울,은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),현대오일뱅크,일반,1568.0,1399.0,1199.0,1000.0
A0000687,2020년,10월,서울,은평구,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),SK에너지,셀프,,1335.0,1135.0,990.0
A0002211,2020년,10월,서울,종로구,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),S-OIL,일반,1898.0,1498.0,1298.0,1150.0
A0000323,2020년,10월,서울,영등포구,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),GS칼텍스,셀프,,1349.29,1149.29,
A0009189,2020년,10월,서울,중랑구,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),S-OIL,일반,,1331.77,1131.45,1020.97
A0000221,2020년,10월,서울,용산구,한석주유소,서울 용산구 이촌로 164,SK에너지,일반,1948.0,1731.55,1625.42,
A0000011,2020년,10월,서울,양천구,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),GS칼텍스,셀프,,1302.68,1102.68,
A0000290,2020년,10월,서울,영등포구,현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,현대오일뱅크,셀프,1582.87,1368.35,1156.1,
A0000431,2020년,10월,서울,영등포구,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),SK에너지,일반,1449.0,1349.0,1169.0,1173.0
A0032696,2020년,10월,서울,중랑구,오천만주유소,서울 중랑구 동일로 547 (면목동),S-OIL,셀프,,1297.0,1097.0,
A0001005,2020년,10월,서울,양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,셀프,,1269.06,1069.65,
A0000229,2020년,10월,서울,용산구,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),현대오일뱅크,일반,2095.0,1905.74,1745.74,
A0000412,2020년,10월,서울,영등포구,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),SK에너지,셀프,,1339.87,1139.87,
A0009073,2020년,10월,서울,중구,장충드림주유소,서울 중구 동호로 296,SK에너지,셀프,1989.0,1879.0,1679.0,
A0000370,2020년,10월,서울,영등포구,매봉주유소,서울 영등포구 도신로 248 (신길동),현대오일뱅크,셀프,,1296.1,1096.1,1042.86
A0009130,2020년,10월,서울,중랑구,대양주유소,서울 중랑구 봉우재로 105 (상봉동),GS칼텍스,셀프,,1305.71,1097.0,900.0
A0000305,2020년,10월,서울,영등포구,현대오일뱅크㈜직영 선유로셀프주유소,서울 영등포구 선유로 114(양평동1가),현대오일뱅크,셀프,,1368.35,1156.1,
A0000571,2020년,10월,서울,은평구,타이거주유소,서울 은평구 수색로 188 (증산동),SK에너지,셀프,,1315.0,1115.0,1000.0
A0000631,2020년,10월,서울,은평구,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),GS칼텍스,셀프,1531.45,1361.45,1160.48,900.0
A0000223,2020년,10월,서울,용산구,동자동주유소,서울 용산구 한강대로104길 6 (동자동),SK에너지,일반,2290.0,1990.0,1790.0,1200.0
A0001008,2020년,10월,서울,양천구,평화주유소,서울 양천구 안양천로 657 (신정동),SK에너지,일반,1877.0,1677.0,1436.0,
A0000047,2020년,10월,서울,종로구,경복궁주유소,서울 종로구 율곡로 6 (중학동),GS칼텍스,일반,2188.0,1980.0,1798.0,
A0006095,2020년,10월,서울,성동구,아이콘주유소,서울 성동구 고산자로 273 (도선동),S-OIL,셀프,,1342.19,1149.29,1100.0
A0006667,2020년,10월,서울,구로구,근린공원주유소,서울 구로구 고척로 199 (고척동),S-OIL,일반,,1289.45,1089.45,1100.0
A0002720,2020년,10월,서울,광진구,동서울주유소,서울 광진구 강변역로 10 (구의동),GS칼텍스,일반,,1408.03,1204.74,1050.0
A0000866,2020년,10월,서울,서초구,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),GS칼텍스,셀프,1598.0,1431.35,1282.9,
A0009834,2020년,10월,서울,광진구,삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,셀프,1564.13,1366.03,1111.39,
A0000894,2020년,10월,서울,서초구,방배동주유소,서울 서초구 효령로 29 (방배동),SK에너지,일반,,1497.0,1247.87,
A0009333,2020년,10월,서울,광진구,용마주유소,서울 광진구 용마산로 68 (중곡동),GS칼텍스,일반,,1343.42,1147.35,1000.0
A0009413,2020년,10월,서울,광진구,유니스에너지 자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,일반,1563.06,1398.35,1199.0,
A0009890,2020년,10월,서울,서초구,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GS칼텍스,셀프,1595.0,1402.61,1207.65,
A0004458,2020년,10월,서울,광진구,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,셀프,1468.16,1308.29,1104.42,
A0009918,2020년,10월,서울,서초구,서초하이웨이 주유소,서울 서초구 양재대로2길 100-30,S-OIL,셀프,,1391.45,1191.84,
A0000106,2020년,10월,서울,광진구,지에스칼텍스 (주)구의스타주유소,서울 광진구 자양로 103,GS칼텍스,일반,,1377.1,1176.61,885.48
A0000194,2020년,10월,서울,서초구,선우상사Q엔느,서울 서초구 방배로 66 (방배동),SK에너지,일반,2164.13,1873.45,1668.32,
A0009330,2020년,10월,서울,광진구,태양주유소,서울 광진구 동일로 345 (중곡동),GS칼텍스,일반,,1295.0,1095.0,
A0000863,2020년,10월,서울,서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),SK에너지,셀프,1565.65,1403.71,1250.58,1100.0
A0009322,2020년,10월,서울,광진구,평안주유소,서울 광진구 천호대로 630 (능동),알뜰주유소,일반,,1309.19,1109.19,
A0011828,2020년,10월,서울,서초구,양재주유소,서울 서초구 바우뫼로 178,SK에너지,일반,1562.0,1383.84,1183.84,
A0009421,2020년,10월,서울,광진구,현대오일뱅크(주) 중원셀프주유소,서울 광진구 동일로 398 (중곡동),현대오일뱅크,셀프,1573.0,1337.94,1131.29,1200.0
A0009881,2020년,10월,서울,서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,일반,,1395.0,1195.0,
A0009765,2020년,10월,서울,광진구,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),현대오일뱅크,셀프,1554.16,1313.1,1113.1,1000.0
A0009351,2020년,10월,서울,광진구,현대오일뱅크(주)직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),현대오일뱅크,셀프,1573.0,1337.94,1131.29,
A0009358,2020년,10월,서울,광진구,현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로 37 (자양동),현대오일뱅크,셀프,,1392.55,1192.55,
A0009861,2020년,10월,서울,서초구,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),S-OIL,셀프,1540.42,1390.42,1190.19,
A0000908,2020년,10월,서울,서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,일반,1591.0,1422.0,1255.0,1155.0
A0000844,2020년,10월,서울,구로구, 현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,현대오일뱅크,셀프,1568.0,1324.45,1124.45,
A0009889,2020년,10월,서울,서초구,지에스칼텍스(주)내곡주유소,서울 서초구 헌릉로 210,GS칼텍스,일반,1515.0,1391.77,1198.55,1200.0
A0000849,2020년,10월,서울,구로구,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,셀프,,1285.94,1085.94,
A0009869,2020년,10월,서울,서초구,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),GS칼텍스,일반,,1390.19,1190.19,1176.0
A0009411,2020년,10월,서울,광진구,대원주유소,서울 광진구 용마산로 122 (중곡동),S-OIL,일반,,1344.97,1149.1,
A0011826,2020년,10월,서울,서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),셀프,,1272.39,1072.29,
A0009372,2020년,10월,서울,광진구,대성산업(주)구의주유소,서울 광진구 광나루로 570 (구의동),GS칼텍스,일반,,1378.42,1174.87,
A0001157,2020년,10월,서울,관악구,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SK에너지,일반,,1399.0,1271.1,
A0000716,2020년,10월,서울,서대문구,현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,GS칼텍스,셀프,1559.0,1354.9,1154.9,
A0009536,2020년,10월,서울,관악구,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,일반,,1437.0,1277.0,
A0000669,2020년,10월,서울,서대문구,현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),현대오일뱅크,일반,1603.52,1395.45,1202.0,1000.0
A0000772,2020년,10월,서울,관악구,남현주유소,서울 관악구 남부순환로 2014,현대오일뱅크,셀프,,1415.45,1252.87,
A0001145,2020년,10월,서울,관악구,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,셀프,,1369.97,1169.97,
A0000928,2020년,10월,서울,서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,셀프,,1402.16,1205.71,
A0001155,2020년,10월,서울,관악구,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,셀프,1615.45,1415.45,1252.87,990.0
A0002534,2020년,10월,서울,서초구,(주)동원석유,경기도 부천시 원미구  부흥로 182 (중동),S-OIL,셀프,,1383.52,1183.52,
A0001152,2020년,10월,서울,관악구,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,일반,,1357.03,1157.03,1036.13
A0009886,2020년,10월,서울,서초구,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),S-OIL,일반,2088.0,1864.88,1674.46,1250.0
A0008273,2020년,10월,서울,관악구,유정주유소,서울 관악구 남부순환로 1691 (봉천동),SK에너지,일반,,1471.84,1287.45,1121.0
A0000826,2020년,10월,서울,구로구,JHC에너지,서울 구로구 시흥대로 539,알뜰주유소,일반,,1321.77,1121.77,1100.0
A0001119,2020년,10월,서울,관악구,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,GS칼텍스,일반,,1387.39,1185.45,
A0009912,2020년,10월,서울,서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,셀프,1585.0,1399.19,1203.39,
A0001129,2020년,10월,서울,관악구,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),현대오일뱅크,셀프,1568.0,1369.65,1179.65,
A0000916,2020년,10월,서울,서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,셀프,1598.0,1431.35,1282.9,
A0000771,2020년,10월,서울,관악구,현대오일뱅크(주)직영 문성골주유소,서울 관악구 문성로 97 (신림동),현대오일뱅크,일반,,1428.65,1228.65,1100.0
A0000915,2020년,10월,서울,서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,일반,1598.0,1431.35,1282.9,990.0
A0001089,2020년,10월,서울,관악구,현대주유소,서울 관악구 난곡로 108 (신림동),현대오일뱅크,일반,,1385.45,1185.45,
A0006665,2020년,10월,서울,광진구,(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,셀프,,1354.87,1148.87,
A0009901,2020년,10월,서울,서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,일반,1628.0,1395.0,1228.0,1100.0
A0009357,2020년,10월,서울,광진구,(주)창원CW,서울 광진구 광나루로 460 (화양동),현대오일뱅크,셀프,1589.0,1370.55,1171.23,
A0009916,2020년,10월,서울,서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SK에너지,셀프,,1423.52,1221.52,
A0009408,2020년,10월,서울,광진구,강평주유소,서울 광진구 아차산로 616 (광장동),SK에너지,일반,1563.81,1367.65,1168.65,1038.0
A0009917,2020년,10월,서울,서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SK에너지,일반,1998.0,1848.0,1648.0,
A0009911,2020년,10월,서울,서초구,(주)한미건설 서울주유소,서울 서초구 서초중앙로 91 (서초동),GS칼텍스,일반,,1402.61,1207.65,
A0000627,2020년,10월,서울,서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,셀프,1599.0,1351.52,1151.19,
A0000890,2020년,10월,서울,서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GS칼텍스,일반,1564.35,1409.32,1240.94,
A0011953,2020년,10월,서울,서초구,크로바주유소,서울 서초구 효령로 327 (서초동),SK에너지,일반,1829.0,1539.0,1435.0,
A0000648,2020년,10월,서울,구로구,현대오일뱅크(주)직영 신구로주유소,서울 구로구 가마산로 293 (구로동),현대오일뱅크,일반,1567.0,1434.45,1234.45,
A0009359,2020년,10월,서울,성동구,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),SK에너지,일반,1514.0,1394.0,1194.0,
A0000846,2020년,10월,서울,구로구,현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),현대오일뱅크,일반,,1373.03,1173.03,945.0
A0009349,2020년,10월,서울,성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),SK에너지,일반,1660.16,1424.35,1228.87,
A0001162,2020년,10월,서울,금천구,(주)명보에너지,경기도 시흥시  수인로 2186 (목감동),알뜰주유소,일반,,1291.67,1091.67,
A0000086,2020년,10월,서울,성동구,경진주유소,서울 성동구 고산자로 348 (마장동),SK에너지,일반,,1438.97,1238.97,1190.32
A0001086,2020년,10월,서울,금천구,(주)백운주유소,서울 금천구 시흥대로 282 (독산동),GS칼텍스,셀프,,1334.4,1134.4,1100.0
A0001086,2020년,10월,서울,금천구,(주)백운주유소,서울 금천구 시흥대로 282 (독산동),알뜰주유소,셀프,,1282.46,1082.46,1100.0
A0009279,2020년,10월,서울,성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,일반,,1595.0,1398.0,1320.0
A0001164,2020년,10월,서울,금천구,(주)화동유업 화동주유소,서울 금천구 시흥대로 484,현대오일뱅크,셀프,,1317.81,1117.81,1050.0
A0010154,2020년,10월,서울,성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),현대오일뱅크,일반,1978.81,1678.81,1478.42,1182.32
A0001159,2020년,10월,서울,금천구,KH에너지(주)직영시흥대로주유소,서울 금천구 시흥대로 221 (시흥동),SK에너지,일반,,1328.77,1128.77,950.0
A0009293,2020년,10월,서울,성동구,삼우주유소,서울 성동구 천호대로 392,SK에너지,일반,,1413.16,1206.87,
A0001146,2020년,10월,서울,금천구,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SK에너지,셀프,,1358.84,1165.61,1150.0
A0001139,2020년,10월,서울,금천구,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SK에너지,일반,,1367.19,1165.45,1150.0
A0016244,2020년,10월,서울,금천구,구광주유소,서울 금천구 서부샛길 674 (가산동),S-OIL,일반,,1287.58,1087.58,977.1
A0009332,2020년,10월,서울,성동구,정호주유소,서울 성동구 고산자로 307 (마장동),자가상표,일반,,1299.58,1109.29,
A0001055,2020년,10월,서울,금천구,남서울경복에너지,서울 금천구 독산로 257 (독산동),S-OIL,셀프,,1307.9,1107.9,1100.0
A0009324,2020년,10월,서울,성동구,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GS칼텍스,셀프,1551.45,1361.45,1161.45,1030.0
A0009285,2020년,10월,서울,성동구,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SK에너지,일반,,1698.0,1547.0,1245.0
A0001108,2020년,10월,서울,금천구,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,셀프,,1301.94,1101.94,
A0001075,2020년,10월,서울,금천구,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,셀프,,1303.23,1103.23,
A0009376,2020년,10월,서울,성동구,현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),현대오일뱅크,셀프,1588.0,1377.74,1182.42,
A0001124,2020년,10월,서울,금천구,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,셀프,1455.48,1305.48,1105.48,1000.0
A0009354,2020년,10월,서울,성동구,현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,현대오일뱅크,일반,1628.0,1466.58,1266.74,1028.0
A0009260,2020년,10월,서울,성동구,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),SK에너지,일반,1807.68,1463.39,1260.13,
A0000854,2020년,10월,서울,구로구,처음처럼주유소,서울 구로구 오리로 1299 (궁동),S-OIL,일반,,1287.71,1080.13,772.58
A0002243,2020년,10월,서울,성동구,SK KH에너지 성수만세주유소,서울 성동구 왕십리로 109,SK에너지,셀프,1712.74,1418.77,1223.55,
A0000780,2020년,10월,서울,구로구,정은주유소,서울 구로구 경인로 407 (고척동),현대오일뱅크,일반,,1366.03,1166.03,993.55
A0000812,2020년,10월,서울,구로구,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SK에너지,일반,,1392.68,1193.68,950.0
A0011816,2020년,10월,서울,서초구,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SK에너지,셀프,,1381.13,1181.13,
